id,imdb_id,original_language,original_title,popularity,vote_average
433086,tt5690244,hi,Machines,0.469489,0
136254,tt0093406,en,Les Patterson Saves the World,0.108088,2
283959,tt0075303,en,Tagebuch eines Liebenden,0.000431,5
38499,tt0113349,en,The Howling: New Moon Rising,1.089187,2.2
383146,tt5359662,pt,Curumim,0.031767,0
398818,tt5726616,en,Call Me by Your Name,4.300874,0
420519,tt0072396,en,Wet Dreams,0.002317,4
173897,tt2592614,en,Resident Evil: The Final Chapter,0.75571,5.9
388791,tt5335198,uk,#SELFIEPARTY,0.042226,0
174000,tt0117180,en,Nightjohn,1.168698,7
220653,tt0149578,en,Abou Ben Boogie,0.00695,0
220656,tt0150783,en,The Greatest Man in Siam,0.001187,0
51374,tt0024824,en,Allez Oop,0.041806,5
176032,tt0103150,en,Ucieczka z kina 'Wolność',1.288561,5.2
100185,tt0100479,en,Return Home,1.00E-06,5
174487,tt0117975,en,True Love and Chaos,1.186081,0
123846,tt1156396,en,Prime Mover,0.344015,4
371806,tt2654522,en,I Remember You,0.497838,5.2
394723,tt5271772,es,El Hilo Rojo,2.325847,6.6
416680,tt3846334,es,"Gilda, No Me Arrepiento de Este Amor",0.766199,5.8
132298,tt0196503,es,Dibu: La Película,0.344495,0
127021,tt0196502,es,Dibu 2: La venganza de Nasty,0.006369,0
127304,tt0293093,es,Dibu 3: La gran aventura,0.004612,0
362227,tt3315380,en,Night of Something Strange,1.80538,6.1
416635,tt5979406,en,Ameerika suvi,0.080888,0
437838,tt6113490,de,Invention of Trust,0.073932,0
414779,tt5664502,en,The River Thief,0.457327,9.3
40895,tt1092021,de,A nyomozó,0.225414,6.8
86556,tt0423783,en,11 Minutes Ago,0.115974,4.3
414190,tt3171832,en,iBoy,8.015815,6
435921,tt6137734,it,L'ora legale,4.949637,7
66733,tt0493443,en,Finding Rin Tin Tin,0.06756,3
418378,tt6186430,tl,Die Beautiful,0.194856,7.5
384373,tt4626160,es,Poveda,0.032942,0
382212,tt5450084,de,Homo Sapiens,0.918768,7.3
230867,tt2860362,en,"Taşkafa, Stories of the Street",0.023512,0
268297,tt2249278,en,El crítico,0.048818,5
91627,tt0136376,en,Love Me Deadly,0.517576,4.9
325373,tt4412528,en,Two Lovers and a Bear,3.18198,6.8
415021,tt0005059,en,The Captive,0.039159,6
359736,tt2175828,es,Humano,0.414386,8.8
333358,tt2081374,en,Better Off Single,1.044526,4.9
408272,tt5294198,en,Catfight,5.89953,6.1
40669,tt0380472,en,Jump London,0.009164,0
428449,tt6265828,en,A Ghost Story,24.339781,6.8
315837,tt1219827,en,Ghost in the Shell,68.726676,5.9
251421,tt0054209,en,Private Property,0.81767,7.5
45515,tt0164368,en,Au cœur du mensonge,1.320519,4.9
371445,tt4444438,en,As You Are,1.247405,7.3
391955,tt5271442,en,Maalik,0.550599,6.9
398792,tt4363250,en,Lost in the Pacific,1.008039,5.6
328840,tt4328666,en,The Primary Instinct,0.545911,7
429698,tt4834220,en,Pork Pie,1.023355,6
58928,tt0452780,fr,Les fragments d'Antonin,0.189496,7.5
396920,tt4641248,fr,Le voyage au Groenland,0.764418,5.9
437752,tt6184894,en,Bill Burr: Walk Your Way Out,1.415218,6.8
357155,tt3778394,es,Delirium,0.251674,5.5
380623,tt4795546,fr,Nocturama,2.445969,7.1
374251,tt5095510,en,Stick Man,5.66954,7.5
81556,tt2057931,de,Der Verdingbub,1.521391,7
75018,tt1769803,en,Great Migrations,0.627535,8
382595,tt5039860,fr,Dalida,7.991801,6.8
419371,tt4241824,en,Abbey Grace,0.368931,5
297160,tt3322892,en,XX,8.106953,5
382602,tt5309954,ja,Sadako vs. Kayako,2.743227,5.5
393695,tt3037164,hu,Tiszta szívvel,0.474027,8
413882,tt5764024,hi,Ok Jaanu,4.448075,6
192210,tt1922679,en,Open Road,3.197646,5.2
59482,tt0156248,fr,Un 32 août sur terre,0.711932,5.9
381090,tt5517370,en,Ghostland: The View of the Ju'Hoansi,0.034855,0
380592,tt5465728,sv,Hopptornet,0.071101,7
37175,tt0081256,ru,O Bednom Gusare Zamolvite Slovo,0.091027,5.8
65793,tt0428532,en,La Fiesta del Chivo,0.192335,4.7
21062,tt0353161,de,"Achtung, Fertig, Charlie!",1.430701,6.8
74561,tt1740468,en,Amsterdam Heavy,1.568293,2.8
128728,tt0977651,de,Der Freund,0.07897,6
60447,tt1297925,en,Devolved,0.374136,1.5
17008,tt1148770,de,Die Geschichte vom Brandner Kaspar,0.681968,6.1
30253,tt0841109,de,Die Herbstzeitlosen,1.175698,6.7
208366,tt0093151,de,Hasenherz,0.0002,0
265432,tt0416829,de,Hunger auf Leben,0.060397,0
15642,tt0480558,de,Mein Name ist Eugen,0.824792,7.1
22154,tt0942896,en,Mosaic,1.47122,5
29896,tt1135933,fr,Never Cry Werewolf,3.492425,5.3
83729,tt2133298,de,Offroad,0.763509,5.3
30680,tt0493439,en,On the Doll,1.454686,7.4
177979,tt0091742,de,Peng! Du bist tot!,0.002789,0
85699,tt1505109,de,Zettl,0.983056,5.5
10248,tt0432028,de,The Ring Thing,0.486952,5.7
186532,tt0075708,de,Aus einem deutschen Leben,0.571908,6.5
198677,tt2250234,en,SAGA - Curse of the Shadow,1.898751,5
341174,tt4465564,en,Fifty Shades Darker,29.130443,6
346681,tt1781058,en,Wilson,8.984386,6.1
407430,tt3210416,ja,猫の集会,0.221386,2.7
173494,tt0249816,ka,Chemi Bebia,0.051059,8
389272,tt3828858,en,Lost & Found,6.929959,5.5
401513,tt4731148,ru,Притяжение,7.070085,6.1
426830,tt5286268,fr,Mes trésors,2.872817,6
417321,tt6176078,en,The Master: A Lego Ninjago Short,0.725278,2.5
226288,tt0313313,en,Le bourgeois gentilhomme,0.002307,0
439121,tt6268930,en,Mumford & Sons: We Wrote This Yesterday,0.094305,8
130243,tt0030981,en,Wives Under Suspicion,1.128746,0
75400,tt0369523,en,Henri Cartier-Bresson - Biographie eines Blicks,0.138304,7.8
420245,tt3622110,en,Don't Knock Twice,11.359142,5.3
334535,tt3893280,en,The Ticket,5.803266,5.6
33079,tt0039324,en,Dishonored Lady,0.394262,4.6
352719,tt0037923,en,Molly and Me,0.4492,6.8
409879,tt0328183,en,Escape from the Newsroom,0.040241,5
393263,tt5599918,en,Pearl,1.062942,7.2
389677,tt5559726,en,Blind Vaysha,0.498439,7.9
406398,tt5358978,en,Pear Cider and Cigarettes,0.36327,7.3
366985,tt3214448,en,The Beautiful Beast,0.157527,5.5
137726,tt0061605,fr,Le départ,0.4796,6.3
355930,tt4482858,he,Tikkun,0.859725,7
15387,tt0167331,cs,Pelíšky,1.190201,8.6
30447,tt0489461,pt,Coisa Ruim,1.167209,5.9
105454,tt1138478,pt,Como Desenhar um Círculo Perfeito,1.635116,5.3
340584,tt4680980,en,Lavender,3.528884,5.5
356500,tt4372390,en,Detour,9.184739,5.9
381645,tt4242100,en,My Father Die,1.615055,6.6
352885,tt1330018,en,The Book of Love,8.371598,6.6
360924,tt4011010,en,Red Billabong,1.089783,5.1
431567,tt2672052,en,Onus,0.111229,6
262982,tt2918606,en,The Hollow Point,8.093488,6.5
226268,tt2263210,en,Convenience,1.184523,5.5
392660,tt3611112,en,A Sunday Kind of Love,0.728584,6.6
179366,tt1842973,en,The Body Farm,0.997362,6.5
331588,tt1226766,en,The Great Gilly Hopkins,3.206636,6.1
331075,tt3587128,cn,恐怖在線,0.424794,6.5
255709,tt3153634,ko,소원,2.57911,8.1
299822,tt3585004,zh,钟馗伏魔：雪妖魔灵,2.269432,5.2
54865,tt0783530,fr,Je te mangerais,1.007136,5.8
429199,tt5222918,fi,Toivon tuolla puolen,4.992125,7.3
434178,tt6408738,en,Trumped: Inside the Greatest Political Upset of All Time,0.317396,7.8
358293,tt0211083,en,Tänään,0.00118,0
438643,tt4490824,en,Lift me up,0.131776,5.3
438283,tt3946960,en,Chapter & Verse,0.169932,7
82414,tt1002459,pt,Proibido Proibir,0.185747,7
160799,tt0070742,en,The Stranger,0.435191,3.3
72251,tt1340795,en,Safe Harbor,0.668199,4
411221,tt5770430,es,Ozzy,5.843943,6.2
434234,tt2122355,en,Hickey,0.710692,4.3
69214,tt1094278,pl,Sztuczki,0.268886,7.3
373514,tt0066139,en,Night Chase,0.040583,0
437372,tt6273862,ru,Слишком свободный человек,0.176653,0
408509,tt4746516,fr,Orpheline,2.424793,6.6
58368,tt1900886,en,Gong Fu Yong Chun,0.954363,6.2
425942,tt5614612,es,Nieve negra,10.067238,6
51322,tt1314170,cn,Tung ngaan,0.574123,4.3
393079,tt3407236,fr,Je me tue à le dire,0.250354,4
435351,tt6438918,en,Neal Brennan: 3 Mics,0.676421,7.1
323695,tt4405142,en,Devo: Hardcore Live!,0.055294,4.5
344656,tt2966728,en,Enemy Empire,0.411958,4.5
62941,tt0195658,en,The Doors - Live at the Bowl '68,0.222318,6.1
277464,tt1177188,en,The Spike Jones Story,0,0
17399,tt1423476,en,Zappa Plays Zappa,0.019188,0
51196,tt0111600,en,La vengeance d'une blonde,0.835104,6.1
399417,tt4027504,en,Lazy Eye,0.316652,6.7
430780,tt6343706,en,"Michael Bolton's Big, Sexy Valentine's Day Special",0.789799,8.3
386830,tt3900796,en,Temps,1.45629,5.3
70807,tt1700458,de,Eine Insel namens Udo,0.439169,5.9
49992,tt0122735,it,La gabbianella e il gatto,3.882888,7.2
345009,tt3707104,en,Mine,17.029573,6.5
366104,tt4084060,fr,Je ne suis pas un salaud,1.574392,6.1
437122,tt6020172,en,Third Guest,0.048262,0
362463,tt0029079,en,The Cantor's Son,0.001177,0
97643,tt0316706,en,The Tom Green Subway Monkey Hour,0.113206,9.3
366502,tt3468352,es,La punta del iceberg,0.759931,5.8
175998,tt0204245,en,Deadly Duo,0.813288,0
431244,tt3809276,en,Lost in Florence,1.125783,4.6
381011,tt3717316,en,Hunter Gatherer,0.283946,6.3
61436,tt0038346,en,Behind Green Lights,0.149562,5.5
426580,tt3349578,en,Bad Kids of Crestview Academy,2.258128,4.8
149708,tt0213453,en,Anticipation of the Night,0.339923,7.2
312137,tt0259309,en,Le film est déjà commencé?,0.036798,10
428074,tt6282412,en,Come Together,1.817364,7.6
273311,tt0855866,en,Nagai sanpo,0.543246,7.7
213587,tt2368527,ja,旅立ちの島唄　十五の春,0.989639,6.3
288710,tt3456206,en,The Frontier,1.672854,6.2
47748,tt1334549,ko,워낭소리,0.539451,7.7
133160,tt1641397,ja,一枚のハガキ,0.807369,4.6
358926,tt2818252,en,Couple in a Hole,0.694834,5.8
99242,tt1976614,zh,帶我去遠方,0.192028,6.1
354379,tt3583688,en,Tashi and the Monk,0.984709,9
324326,tt4227204,en,Uncle Kent 2,0.418824,5
269198,tt3691446,de,Das Attentat - Sarajevo 1914,2.526922,7.1
44814,tt0907652,en,舞妓Haaaan!!!,0.300401,6.5
390357,tt4818804,en,King of the Belgians,1.407754,5
390298,tt5134870,en,The Happy Film,0.162634,6
41400,tt0348214,cn,戀愛行星,0.214171,5.5
39315,tt0118003,fr,Tykho Moon,1.19659,5
423367,tt2231457,ru,Дама Пик,0.756327,8
417503,tt4956984,no,Børning 2,3.360387,8
431458,tt6298908,ru,Рыба-мечта,0.36801,0
174588,tt0007183,ru,Пиковая дама,0.221127,6.3
431242,tt4924624,en,Innsaei,0.255678,6
169885,tt2174750,en,Flight of the Butterflies,0.121003,7.5
78997,tt2060510,de,Jimi Hendrix: Voodoo Child,0.220829,7.6
343304,tt2403427,fr,Sex in the Comix,0.601682,5.7
217129,tt2407418,en,SampleThis,0.482461,6
415358,tt5571734,hi,Pink,2.380732,8
294992,tt3950078,zh,智取威虎山,10.475435,6.4
282116,tt3459472,nl,Brabançonne,0.419784,8
434711,tt5224766,en,To Stay Alive - A Method,0.626156,0
83221,tt0413358,si,Sulanga Enu Pinisa,0.144899,3.4
271826,tt2414040,fr,Le Règne de la beauté,3.408264,2.9
407588,tt5507860,en,Floyd Norman: An Animated Life,1.079632,7.3
135482,tt0116299,en,Fever Lake,0.293346,2.8
272264,tt3254876,kk,Ukkili kamshat,0.053831,5
346239,tt4711952,de,Heil,2.236804,4.7
406385,tt5897288,it,Smetto quando voglio: Masterclass,5.047357,7.4
161833,tt0024329,en,Mickey's Gala Premier,0.430328,6
45665,tt0019278,en,Plane Crazy,0.578292,6.2
343018,tt3889450,en,American Sharia,0.057365,10
161683,tt2170579,en,Secrets In The Snow,0.095549,8
382883,tt4627352,en,Shepherds and Butchers,5.821549,6.9
292625,tt3788392,th,Fak wai nai gai thoe,0.704442,6
85959,tt1500689,en,카페 느와르,0.443406,8.5
427680,tt4556730,th,คืนนั้น Red Wine in the Dark Night,0.388324,3.3
57005,tt0885520,zh,Sheng Xia Guang Nian,0.690159,5.1
388907,tt4964550,th,รักใสใส..วัยรุ่นชอบ,0.28832,1
337844,tt4411618,en,In Dubious Battle,12.514865,5.6
372754,tt5526028,ja,同級生,1.512917,7.8
280913,tt3500528,th,คิดถึงวิทยา,0.919978,7.2
363126,tt3335606,en,Berlin Syndrome,12.211769,6
436279,tt4524678,hu,Az állampolgár,0.286341,0
417004,tt6078822,en,The Escape,0.325683,7.2
394269,tt5662106,en,Lemonade,2.899155,8.8
384289,tt5535814,en,Peter and the Farm,0.754566,7.8
363007,tt3456414,fr,Préjudice,0.732354,6.8
380282,tt4513008,cs,Furiant,0.02238,0
79909,tt1417097,ja,Boys Love Gekijouban,1.240719,4.8
287594,tt3175888,ur,Dukhtar,0.539258,6.4
344900,tt4982250,en,Oriented,0.149029,7
397093,tt5140248,pt,O Começo da Vida,0.400668,8.6
362092,tt2271771,en,When Hari Got Married,0.09065,6
385114,tt4958426,es,Bellas de noche,0.628191,7.6
33712,tt0395796,en,Trudell,0.792173,4.5
325803,tt3206616,en,1-Oct,0.402422,8
211086,tt2768766,hi,Faith Connections,0.510598,4.2
424722,tt5212090,de,Finsteres Glück,0.062975,0
385761,tt5590718,en,All This Panic,0.105984,0
201752,tt3003758,en,Traitors,0.23149,5
174371,tt2393799,en,Flex Is Kings,0.528214,6.3
320318,tt3037028,fr,L'Enquête,1.957983,5.9
416688,tt3953186,en,The Tribe,0.805734,5.3
178222,tt0082356,hr,Banović Strahinja,0.365618,4.8
167858,tt0141830,ru,Skazka Stranstviy,0.586365,5.4
364379,tt4185862,en,Cat Sick Blues,0.651966,6
89403,tt1947998,en,Dear God No!,0.576314,3.4
388410,tt3181898,en,Edgar Allan Poe's Lighthouse Keeper,0.79704,5.4
359245,tt4147210,en,Even Lambs Have Teeth,1.085982,5.8
120115,tt1242449,en,The Origin of Stitch,0.203822,6
206899,tt0076146,ja,悲愁物語,0.018017,6.7
338387,tt3687316,en,Youth in Oregon,2.640601,6.9
259129,tt3589450,ko,몬스터,1.189852,6.2
37840,tt0904068,ko,사랑따윈 필요없어,0.621995,6.9
376252,tt5586914,ko,그날의 분위기,0.935648,7.3
41261,tt0494724,ja,１リットルの涙,0.60711,7.7
83944,tt1703068,ja,海炭市叙景,0.079007,5.5
139692,tt0266428,ja,コキーユ-貝殻,0.090233,8.8
129237,tt1685576,ja,まほろ駅前多田便利軒,0.448199,5.3
108523,tt1221151,en,Yami no kodomo-tachi,0.567778,7
51549,tt1245489,ja,ぐるりのこと。,0.128822,8.3
38013,tt0460845,ja,空中庭園,0.836703,7.4
254123,tt1233491,en,世界で一番美しい夜,1.383281,7.7
320453,tt0991246,ja,世界はときどき美しい,0.04975,0
92473,tt1897941,ja,ハラがコレなんで,0.361102,4.3
202885,tt1783792,ja,東京公園,0.478645,6
52628,tt1282155,fr,L'Homme de Chevet,1.304441,6.1
55008,tt1454612,ja,ちゃんと伝える,0.414789,6.5
40854,tt1144811,en,Pornography: A Thriller,0.631991,5.2
330947,tt2062700,en,Song to Song,12.928712,5.4
401104,tt5541240,en,To the Bone,9.128637,7.3
346650,tt2962984,en,Girlfriend's Day,5.931844,4.5
430158,tt5594080,en,To Walk Invisible,3.792964,7.8
437220,tt6451304,zh,好极了,0.182377,6
44303,tt1603847,en,Higglety Pigglety Pop! or There Must Be More to Life,0.498117,5
19349,tt0278793,en,The Up in Smoke Tour,1.312333,7.7
377362,tt3170624,pt,Clarisse ou alguma coisa sobre nós dois,0.053046,0
381064,tt4671002,en,American Fable,2.770366,6.3
29457,tt0166604,en,F. est un salaud,1.022938,5.9
137528,tt1691452,en,You Can't Kill Stephen King,1.062964,4.3
307696,tt3350724,en,Coda,1.377141,8.4
439107,tt6540084,en,Katherine Ryan: In Trouble,0.99123,6.8
398541,tt2375589,en,Teenage Kicks,0.174875,7.7
182937,tt0164503,en,Continental Circus,0.00022,7.3
429838,tt2290819,en,Cam-Girl,0.102569,1
128149,tt1663661,pt,"Era uma vez eu, Verônica",1.01536,5.6
357424,tt4686862,en,Almost Adults,2.059825,6
289960,tt3996070,en,Blondie's New York and the Making of Parallel Lines,0.633345,3.9
336972,tt4666618,en,A Sinner in Mecca,0.249371,7.7
379019,tt4299300,de,Mein Blind Date mit dem Leben,5.470463,7.4
334307,tt3525584,fr,La Résistance de l'air,0.999402,6.6
248503,tt2569772,ja,陽だまりの彼女,1.941682,6.5
371459,tt3521306,sr,Dobra žena,1.21945,7
117479,tt0087566,de,Klassenverhältnisse,0.011656,7
257831,tt0070829,en,Traumstadt,0.387376,7.5
432799,tt5328350,pl,Pokot,1.434542,7.6
428493,tt5635086,en,God's Own Country,2.595488,5.4
429191,tt5639354,es,Una mujer fantástica,4.059329,7.2
436339,tt5446444,pt,Colo,0.459652,0
290930,tt3089922,nl,Image,0.569464,4.3
37419,tt0488400,tr,Korkuyorum Anne & İnsan Nedir Ki?,0.273028,6.3
186592,tt2418988,en,Winning Favour,0,0
306207,tt3202708,en,Christmas on Salvation Street,0.088235,6
68732,tt0108559,en,White Wolves - A Cry in the Wild II,0.102036,5.5
147939,tt1789982,en,Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas,0.001715,0
59122,tt0398259,en,Peluca,0.239901,7
440361,tt4464270,de,Whn the day had no name,0.070588,7
429732,tt6125690,fr,"Ana, mon amour",2.160256,0
437623,tt5207262,en,Hostages,1.320408,9
36140,tt0061913,en,Loin du Vietnam,0.536192,5.6
422972,tt5020372,en,Kill Ratio,1.706017,3.9
362409,tt5076792,en,Trash Fire,1.914827,6.2
32532,tt0887734,en,Everything Will Be OK,1.519048,8.2
24140,tt0082087,de,Der Bockerer,0.355935,6.8
371447,tt4305148,en,Lovesong,2.605017,6.4
76097,tt1294712,de,Gangs,0.657883,4.4
286,tt0853060,de,Deutschland. Ein Sommermärchen,1.158527,7.2
9551,tt0433985,de,Dieter - Der Film,0.836297,2.7
432883,tt6386352,en,Jen Kirkman: Just Keep Livin',0.322006,7.6
425003,tt6257714,en,Colin Quinn: The New York Story,0.211207,6.3
416290,tt5753806,en,Cedric the Entertainer: Live from the Ville,0.240942,7
109398,tt0376293,de,Unsere Afrikareise,0.299673,6.9
415032,tt5137222,fr,Cigarettes et chocolat chaud,1.624115,6.8
356381,tt4400174,fr,À peine j'ouvre les yeux,0.745905,7.3
190824,tt2644800,fr,Hôtel Normandy,1.355193,4.9
443113,tt5509852,en,The Fourth Annual 'On Cinema' Oscar Special,0.032941,0
40249,tt0221633,en,They Nest,1.590236,4.7
102032,tt0441889,en,Nuremberg: Its Lesson for Today,0.00323,0
438597,tt5430888,ru,Майор Гром,0.874297,6.6
17469,tt0871020,en,The Cradle,0.152906,4.1
83363,tt0098014,en,Offerings,0.00022,4.8
438137,tt6438096,en,Becoming Warren Buffett,1.279124,7.4
358962,tt4901756,ru,Пиковая дама: Черный обряд,1.896218,5.3
423246,tt4655630,en,Drifter,0.336244,6.7
359029,tt4396584,en,Follow,0.278487,5.5
431093,tt5537228,en,Everybody Loves Somebody,7.077991,6.3
410970,tt5900208,es,La reconquista,0.86896,4
196359,tt1439558,en,Max Rose,0.965858,5
380058,tt5223500,en,Matt Besser: Besser Breaks The Record,0.029425,0
380057,tt6051412,en,Rory Scovel: The Charleston Special,0.145202,8
377446,tt5378728,en,Tony Hinchcliffe: One Shot,0.502291,8.3
379008,tt5369246,en,Whitney Cummings: I'm Your Girlfriend,0.140222,6
399802,tt5708082,en,Alonzo Bodden: Historically Incorrect,0.331367,8
383567,tt5066564,en,Theo Von: No Offense,0.401253,7.7
388624,tt5223514,en,Steve-O: Guilty as Charged,0.468216,6.2
390837,tt5596266,en,Stephen Lynch: Hello Kalamazoo,0.724499,10
380061,tt5275780,en,Cameron Esposito: Marriage Material,0.163667,7
390991,tt5566936,en,Frankie Boyle: Hurt Like You've Never Been Loved,0.255416,10
392386,tt5675632,en,Nikki Glaser: Perfect,0.259319,7
394415,tt5791222,en,Rachel Feinstein: Only Whores Wear Purple,0.061308,0
394063,tt5708154,en,Chris Hardwick: Funcomfortable,0.440991,7
396109,tt5661030,en,Gary Gulman: It's About Time,0.410738,7.7
399938,tt5200506,en,Michael Ian Black: Noted Expert,0.150148,7.7
399810,tt5773474,en,Brad Williams: Daddy Issues,0.667658,9
399932,tt5630396,en,Quincy Jones: Burning the Light,0.123259,6
399811,tt5773116,en,Ben Gleib: Neurotic Gangster,0.096509,0
422559,tt3562370,en,Willie Barcena: The Truth Hurts,0.20414,0
422551,tt6007376,en,Josh Blue: Delete,0.085393,1
415730,tt5932662,en,Godfrey: Regular Black,0.135982,0
414743,tt5707274,en,Martin Lawrence Doin’ Time,0.779098,6.3
415725,tt5841088,en,Doug Stanhope: No Place Like Home,0.196713,6.7
415735,tt6295304,en,Sebastian Maniscalco: Why Would You Do That?,0.167998,10
418992,tt6114206,en,Lewis Black: Black to the Future,0.089949,6
429779,tt6297574,en,Jena Friedman: American Cunt,0.16898,0
422878,tt6191090,en,Wanda Sykes: What Happened… Ms. Sykes?,0.13719,0
422500,tt6292012,en,Barry Crimmins: Whatever Threatens You,0.489178,0
421552,tt6039474,en,Janeane Garofalo: If I May,0.093293,8
418985,tt6114246,en,Pete Davidson: SMD,0.143357,5
421556,tt4985772,en,Mo Mandel: Negative Reinforcement,0.083584,0
425841,tt6264486,en,Kathleen Madigan: Bothering Jesus,0.182834,6
425002,tt5841094,en,Dan Levy: Lion,0.062949,0
429788,tt6017922,en,Aries Spears: Comedy Blueprint,0.147048,0
429792,tt4973270,en,Tony Roberts: Motorcity Motormouth,0.107507,7
429389,tt6165902,en,Joey Coco Diaz: Sociably UnAcceptable,0.389025,0
429797,tt5875654,en,Tom Papa: Human Mule,0.163387,8
428355,tt6184932,en,Nick Thune: Good Guy,0.072581,0
429392,tt6170268,en,Ian Harvie: May the Best Cock Win,0.080172,0
378446,tt4466872,fr,Les Ogres,0.859031,7.3
52623,tt1133617,en,Vermist,0.229233,4.3
382597,tt5736696,fr,Raid dingue,7.538272,5.8
379371,tt5886250,en,Pre Vis Action,0.505649,6.2
410661,tt5538568,en,My Entire High School Sinking Into the Sea,0.902835,8.2
285685,tt1016169,es,El cimarrón,0.041651,5
87719,tt0068440,en,Savage Abduction,0.001429,5.5
396263,tt5923962,ja,Gantz:O,8.658666,7.2
32945,tt0038990,en,The Strange Woman,1.070331,6.7
38751,tt0042707,en,The Man Who Cheated Himself,0.543796,5.9
417263,tt5997492,en,Britney Ever After,0.787447,2.8
67592,tt0033838,en,The Little Whirlwind,0.667704,5.4
101818,tt2318505,en,Game Over,0.460863,7.2
296557,tt1942113,en,Rūmumeito,0.320305,6
287647,tt3953834,ko,카트,1.467059,6.8
259171,tt2014295,de,The Silent Mountain,1.82058,6.3
122959,tt2083141,en,Ballroom Dancer,0.150742,5
408438,tt5259496,it,Indivisibili,2.056498,7
272820,tt2722504,es,Sr. Pig,1.65619,6.1
348611,tt4795692,en,Sister Cities,1.846995,7.5
244117,tt3000308,en,Emily & Tim,0.933057,7.3
395531,tt3433160,en,Magicians: Life in the Impossible,0.285373,6.6
332491,tt4543804,es,Viaje,0.312315,0
357106,tt0349761,en,Lust in the Mummy's Tomb,0.005944,0
68503,tt1485050,en,Paris by Night of the Living Dead,0.499516,5.4
14818,tt0963915,en,Khon Fai Bin,1.416587,5.5
41536,tt0860462,th,มนุษย์เหล็กไหล,0.216711,4.3
99099,tt0059816,ja,Tokugawa onna keibatsu-shi,0.365884,6.8
140530,tt0288217,ja,白薔薇学園　そして全員犯された,2.656714,4.7
44124,tt0881922,ja,ヒモのひろし (SEXマシン 卑猥な季節),0.563879,5.9
36119,tt1319567,en,The Hajirai Machine Girl,1.547952,4.7
16851,tt0781084,ja,スケバン刑事 コードネーム=麻宮サキ,1.079597,5.3
25772,tt0991232,cn,Mor gwai tin si,0.115571,5
238442,tt0467694,ja,たまもの,0.350152,2.5
53080,tt1478325,en,Malibu Shark Attack,1.13806,3.8
25727,tt1134826,ja,Joshikyôei hanrangun,0.885609,4.9
112708,tt0139091,en,Cage II,1.155263,2
51122,tt1284485,en,Make-Out with Violence,0.41111,5.7
51021,tt1196197,en,Lure: Teen Fight Club,0.47162,3
393765,tt4978274,en,Priceless,5.279713,6.2
440047,tt6328086,en,"Nick Cannon: Stand Up, Don't Shoot",0.189182,7
73981,tt0221809,en,Ayurveda: Art of Being,0.113042,5.5
361475,tt2248739,en,Departure,0.886506,7.2
397992,tt3520216,en,Fair Haven,1.447727,6.3
361018,tt3544014,en,Akron,1.325024,6.9
352205,tt3043252,hi,Parched,3.322681,8.5
244046,tt3180640,ko,10분,0.173285,7.5
163924,tt0064490,es,Invasión,0.106688,8
433056,tt6333090,en,Oklahoma City,1.109178,6.4
384581,tt5038372,fr,Le voyage de Fanny,1.834993,6.9
414910,tt4341528,en,Tonight It's You,0.072118,6
332168,tt3606394,en,Tonight It's Me,0.233897,6
228455,tt0234401,fr,L'ordre,0.000431,6.5
155107,tt0309402,en,Buffalo Dance,0.205698,3.8
172972,tt0102365,cn,摩登如來神掌,0.000578,6
427409,tt5981110,en,Once Upon a Line,0.215795,8
399219,tt5749224,en,Happy End,0.612191,8.3
441043,tt6528206,fr,Asteria,0.549947,6.7
109080,tt0456980,ja,真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,1.511957,6.5
114370,tt0456982,ja,真救世主伝説 北斗の拳 ユリア伝,1.357836,5.3
114372,tt1135522,ja,真救世主伝説 北斗の拳 ラオウ伝 激闘の章,2.451587,6.1
114371,tt0456981,ja,真救世主伝説 北斗の拳 トキ伝,1.385707,5.8
105231,tt0456978,ja,真救世主伝説 北斗の拳 ケンシロウ伝,1.069205,5.6
293570,tt3088628,en,Enemy of the Reich: The Noor Inayat Khan Story,0.592531,0
50253,tt0805605,ja,聖闘士星矢 天界編 序奏 ~overture~,1.337121,6.6
83090,tt0323869,ja,聖闘士星矢,3.565311,5.8
83091,tt0322918,ja,聖闘士星矢 神々の熱き戦い,1.401616,6.5
66105,tt0326143,ja,聖闘士星矢 真紅の少年伝説,2.566613,6.6
83088,tt0326101,ja,聖闘士星矢 最終聖戦の戦士たち,1.304154,5.8
427416,tt4571288,hu,Mindenki,0.843769,7.7
433583,tt6460636,en,Silent Nights,0.17443,7
398395,tt5699202,en,Timecode,0.587178,8.6
427413,tt5467670,fr,Ennemis Intérieurs,0.655624,7
328327,tt5782140,en,Nick Di Paolo: Another Senseless Killing,0.039208,0
319971,tt4767356,en,Gary Owen: I Agree With Myself,0.038396,0
322785,tt4280818,en,Mel Brooks: Live at the Geffen,0.061709,8
323688,tt4286086,en,Brian Gaar: Jokes I Wrote At Work,0.022506,0
355984,tt4604154,en,Andy Peters: Exclamation Mark Question Point,0.049843,0
429803,tt5652920,en,Barry Hilton: The Live Series,0.02828,0
326553,tt3765378,en,Keith Robinson: Back of the Bus Funny,0.026029,0
327953,tt4454406,en,Ralphie May: Unruly,0.036387,0
329286,tt4519914,en,Trevor Moore: High In Church,0.189606,7.5
323552,tt4552112,en,Jay Mohr: Happy. And A Lot.,0.102784,0
